,blurb,id,image.full,image.group,image.h,image.sprite,image.w,image.x,image.y,info.attack,info.defense,info.difficulty,info.magic,key,name,partype,stats.armor,stats.armorperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackrange,stats.attackspeed,stats.attackspeedperlevel,stats.crit,stats.critperlevel,stats.hp,stats.hpperlevel,stats.hpregen,stats.hpregenperlevel,stats.movespeed,stats.mp,stats.mpperlevel,stats.mpregen,stats.mpregenperlevel,stats.spellblock,stats.spellblockperlevel,tags,title,version
0,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",Syndra,Syndra.png,champion,48,champion3.png,48,144,96,2,3,8,9,134,Syndra,Mana,24.712,3.4,53.872,2.9,550,0.625,2.0,0,0,523.0,90,6.5,0.6,330,480.0,40.0,8.0,0.8,30.0,0.5,"['Mage', 'Support']",the Dark Sovereign,10.14.1
0,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",TahmKench,TahmKench.png,champion,48,champion3.png,48,192,96,3,9,5,6,223,Tahm Kench,Mana,47.0,3.5,56.0,3.2,175,0.658,2.5,0,0,600.0,100,6.5,0.55,335,325.0,40.0,8.0,1.0,32.1,1.25,"['Support', 'Tank']",the River King,10.14.1
0,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",Taliyah,Taliyah.png,champion,48,champion3.png,48,240,96,1,7,5,8,163,Taliyah,Mana,20.0,3.5,58.0,3.3,525,0.625,1.36,0,0,532.0,90,7.0,0.7,335,425.0,30.0,9.335,0.85,30.0,0.5,"['Mage', 'Support']",the Stoneweaver,10.14.1
0,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",Talon,Talon.png,champion,48,champion3.png,48,288,96,9,3,7,1,91,Talon,Mana,30.0,3.5,68.0,3.1,125,0.625,2.9,0,0,588.0,95,8.5,0.75,335,377.2,37.0,7.6,0.8,39.0,1.25,['Assassin'],the Blade's Shadow,10.14.1
0,"Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...",Taric,Taric.png,champion,48,champion3.png,48,336,96,4,8,3,5,44,Taric,Mana,40.0,3.4,55.0,3.5,150,0.625,2.0,0,0,575.0,85,6.0,0.5,340,300.0,60.0,8.5,0.8,32.1,1.25,"['Support', 'Fighter']",the Shield of Valoran,10.14.1
0,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...",Teemo,Teemo.png,champion,48,champion3.png,48,384,96,5,3,6,7,17,Teemo,Mana,24.3,3.75,54.0,3.0,500,0.69,3.38,0,0,528.0,90,5.5,0.65,330,334.0,20.0,9.6,0.45,30.0,0.5,"['Marksman', 'Assassin']",the Swift Scout,10.14.1
0,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...",Thresh,Thresh.png,champion,48,champion3.png,48,432,96,5,6,7,6,412,Thresh,Mana,28.0,0.0,56.0,2.2,450,0.625,3.5,0,0,560.52,93,7.0,0.55,335,273.92,44.0,6.0,0.8,30.0,0.5,"['Support', 'Fighter']",the Chain Warden,10.14.1
0,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...",Tristana,Tristana.png,champion,48,champion4.png,48,0,0,9,3,4,5,18,Tristana,Mana,26.0,3.0,61.0,3.3,525,0.656,1.5,0,0,559.0,88,3.75,0.65,325,250.0,32.0,7.2,0.45,30.0,0.5,"['Marksman', 'Assassin']",the Yordle Gunner,10.14.1
0,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",Trundle,Trundle.png,champion,48,champion4.png,48,48,0,7,6,5,2,48,Trundle,Mana,37.0,2.7,68.0,3.0,175,0.67,2.9,0,0,616.0,96,6.0,0.75,350,281.0,45.0,7.5,0.6,32.1,1.25,"['Fighter', 'Tank']",the Troll King,10.14.1
0,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...",Tryndamere,Tryndamere.png,champion,48,champion4.png,48,96,0,10,5,5,2,23,Tryndamere,Fury,33.0,3.1,69.0,3.7,125,0.67,2.9,0,0,625.64,98,8.5,0.9,345,100.0,0.0,0.0,0.0,32.1,1.25,"['Fighter', 'Assassin']",the Barbarian King,10.14.1
0,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",TwistedFate,TwistedFate.png,champion,48,champion4.png,48,144,0,6,2,9,6,4,Twisted Fate,Mana,21.0,3.15,52.0,3.3,525,0.651,3.22,0,0,534.0,94,5.5,0.6,335,333.0,19.0,8.0,0.8,30.0,0.5,['Mage'],the Card Master,10.14.1
0,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",Twitch,Twitch.png,champion,48,champion4.png,48,192,0,9,2,6,3,29,Twitch,Mana,27.0,3.0,59.0,3.11,550,0.679,3.38,0,0,612.0,86,3.75,0.6,330,287.2,40.0,7.256,0.45,30.0,0.5,"['Marksman', 'Assassin']",the Plague Rat,10.14.1
0,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...",Udyr,Udyr.png,champion,48,champion4.png,48,240,0,8,7,7,4,77,Udyr,Mana,34.0,4.0,66.0,5.0,125,0.658,2.67,0,0,594.0,99,6.0,0.75,350,271.0,30.0,7.5,0.45,32.1,1.25,"['Fighter', 'Tank']",the Spirit Walker,10.14.1
0,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...",Urgot,Urgot.png,champion,48,champion4.png,48,288,0,8,5,8,3,6,Urgot,Mana,36.0,4.25,63.0,4.0,350,0.625,3.75,0,0,585.0,88,7.5,0.7,330,340.0,45.0,7.25,0.8,32.1,1.25,"['Fighter', 'Tank']",the Dreadnought,10.14.1
0,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",Varus,Varus.png,champion,48,champion4.png,48,336,0,7,3,2,4,110,Varus,Mana,27.0,3.4,61.0,3.0,575,0.658,3.0,0,0,530.0,91,3.5,0.55,330,360.0,33.0,8.0,0.8,30.0,0.5,"['Marksman', 'Mage']",the Arrow of Retribution,10.14.1
0,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",Vayne,Vayne.png,champion,48,champion4.png,48,384,0,10,1,8,1,67,Vayne,Mana,23.0,3.4,60.0,2.36,550,0.658,3.3,0,0,515.0,89,3.5,0.55,330,231.8,35.0,6.972,0.4,30.0,0.5,"['Marksman', 'Assassin']",the Night Hunter,10.14.1
0,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",Veigar,Veigar.png,champion,48,champion4.png,48,432,0,2,2,7,10,45,Veigar,Mana,23.0,3.75,52.0,2.7,550,0.625,2.24,0,0,505.0,94,6.5,0.6,340,490.0,26.0,8.0,0.8,30.0,0.5,['Mage'],the Tiny Master of Evil,10.14.1
0,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",Velkoz,Velkoz.png,champion,48,champion4.png,48,0,48,2,2,8,10,161,Vel'Koz,Mana,21.88,3.5,54.9379,3.1416,525,0.625,1.36,0,0,520.0,88,5.5,0.55,340,469.0,21.0,8.0,0.8,30.0,0.5,['Mage'],the Eye of the Void,10.14.1
0,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...",Vi,Vi.png,champion,48,champion4.png,48,48,48,8,5,4,3,254,Vi,Mana,30.0,4.0,63.0,3.5,125,0.644,2.0,0,0,585.0,85,10.0,1.0,340,295.0,45.0,8.0,0.65,32.1,1.25,"['Fighter', 'Assassin']",the Piltover Enforcer,10.14.1
0,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",Viktor,Viktor.png,champion,48,champion4.png,48,96,48,2,4,9,10,112,Viktor,Mana,23.0,4.0,53.0,3.0,525,0.658,2.11,0,0,530.0,90,8.0,0.65,335,405.0,25.0,8.0,0.8,30.0,0.5,['Mage'],the Machine Herald,10.14.1
0,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",Vladimir,Vladimir.png,champion,48,champion4.png,48,144,48,2,6,7,8,8,Vladimir,Crimson Rush,23.0,3.3,55.0,3.0,450,0.658,2.0,0,0,537.0,96,7.0,0.6,330,2.0,0.0,0.0,0.0,30.0,0.5,['Mage'],the Crimson Reaper,10.14.1
0,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...",Volibear,Volibear.png,champion,48,champion4.png,48,192,48,7,7,3,4,106,Volibear,Mana,31.0,4.0,60.0,3.0,150,0.625,2.0,0,0,580.0,90,9.0,0.75,340,350.0,50.0,6.25,0.5,32.0,1.25,"['Fighter', 'Tank']",the Relentless Storm,10.14.1
0,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",Warwick,Warwick.png,champion,48,champion4.png,48,240,48,9,5,3,3,19,Warwick,Mana,33.0,3.2,65.0,3.0,125,0.638,2.3,0,0,550.0,85,4.0,0.75,335,280.0,35.0,7.466,0.575,32.1,1.25,"['Fighter', 'Tank']",the Uncaged Wrath of Zaun,10.14.1
0,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",Xayah,Xayah.png,champion,48,champion4.png,48,288,48,10,6,5,1,498,Xayah,Mana,25.0,3.0,60.0,2.9,525,0.625,3.3,0,0,590.0,88,3.25,0.75,325,340.0,40.0,8.25,0.75,30.0,0.5,['Marksman'],the Rebel,10.14.1
0,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",Xerath,Xerath.png,champion,48,champion4.png,48,336,48,1,3,8,10,101,Xerath,Mana,21.88,3.5,54.7,3.0,525,0.625,1.36,0,0,526.0,92,5.5,0.55,340,459.0,22.0,8.0,0.8,30.0,0.5,['Mage'],the Magus Ascendant,10.14.1
0,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",XinZhao,XinZhao.png,champion,48,champion4.png,48,384,48,8,6,2,3,5,Xin Zhao,Mana,35.0,3.5,66.0,3.0,175,0.645,3.5,0,0,570.0,92,8.0,0.7,345,273.8,35.0,7.256,0.45,32.1,1.25,"['Fighter', 'Assassin']",the Seneschal of Demacia,10.14.1
0,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",Yasuo,Yasuo.png,champion,48,champion4.png,48,432,48,8,4,10,4,157,Yasuo,Flow,30.0,3.4,60.0,3.2,175,0.697,2.5,0,0,490.0,87,6.5,0.9,345,100.0,0.0,0.0,0.0,30.0,1.25,"['Fighter', 'Assassin']",the Unforgiven,10.14.1
0,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...",Yorick,Yorick.png,champion,48,champion4.png,48,0,96,6,6,6,4,83,Yorick,Mana,39.0,4.0,62.0,5.0,175,0.625,2.0,0,0,580.0,100,8.0,0.8,340,300.0,40.0,7.5,0.75,32.0,1.25,"['Fighter', 'Tank']",Shepherd of Souls,10.14.1
0,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",Yuumi,Yuumi.png,champion,48,champion4.png,48,48,96,5,1,2,8,350,Yuumi,Mana,25.0,3.0,55.0,3.1,500,0.625,1.0,0,0,480.0,70,7.0,0.55,330,400.0,45.0,10.0,0.4,25.0,0.3,"['Support', 'Mage']",the Magical Cat,10.14.1
0,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",Zac,Zac.png,champion,48,champion4.png,48,96,96,3,7,8,7,154,Zac,None,33.0,3.5,60.0,3.4,175,0.736,1.6,0,0,615.0,95,8.0,0.5,340,0.0,0.0,0.0,0.0,32.0,1.25,"['Tank', 'Fighter']",the Secret Weapon,10.14.1
0,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",Zed,Zed.png,champion,48,champion4.png,48,144,96,9,2,7,1,238,Zed,Energy,32.0,3.5,63.0,3.4,125,0.651,3.3,0,0,584.0,85,7.0,0.65,345,200.0,0.0,50.0,0.0,32.1,1.25,['Assassin'],the Master of Shadows,10.14.1
0,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",Ziggs,Ziggs.png,champion,48,champion4.png,48,192,96,2,4,4,9,115,Ziggs,Mana,21.544,3.3,54.208,3.1,550,0.656,2.0,0,0,536.0,92,6.5,0.6,325,480.0,23.5,8.0,0.8,30.0,0.5,['Mage'],the Hexplosives Expert,10.14.1
0,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",Zilean,Zilean.png,champion,48,champion4.png,48,240,96,2,5,6,8,26,Zilean,Mana,24.0,3.8,51.64,3.0,550,0.625,2.13,0,0,504.0,82,5.5,0.5,335,452.0,30.0,11.335,0.8,30.0,0.5,"['Support', 'Mage']",the Chronokeeper,10.14.1
0,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",Zoe,Zoe.png,champion,48,champion4.png,48,288,96,1,7,5,8,142,Zoe,Mana,20.8,3.5,58.0,3.3,550,0.625,2.5,0,0,560.0,92,6.5,0.6,340,425.0,25.0,8.0,0.65,30.0,0.5,"['Mage', 'Support']",the Aspect of Twilight,10.14.1
0,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...",Zyra,Zyra.png,champion,48,champion4.png,48,336,96,4,3,7,8,143,Zyra,Mana,29.0,3.0,53.376,3.2,575,0.625,2.11,0,0,504.0,79,5.5,0.5,340,418.0,25.0,13.0,0.4,30.0,0.5,"['Mage', 'Support']",Rise of the Thorns,10.14.1
